TC_ID;KATEGORIA;PODKATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_VerificationStatus;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;EXPECTED_postOfficeLocation;EXPECTED_isMultiFamily;UWAGI;RYZYKO_BLEDU
TC-148;Błędne dopasowanie;Popularna ulica;Medium;Spacerowa - 1666 wystąpień w 1602 miejscowościach;Spacerowa;;Brodnica;;Verified;Spacerowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Spacerowa występuje w 1602 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1601 innych miast z ul. Spacerową
TC-149;Błędne dopasowanie;Popularna ulica;Medium;Spokojna - 1653 wystąpień w 1607 miejscowościach;Spokojna;;Brodnica;;Verified;Spokojna;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Spokojna występuje w 1607 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1606 innych miast z ul. Spokojną
TC-150;Błędne dopasowanie;Popularna ulica;Medium;Zielona - 1530 wystąpień w 1492 miejscowościach;Zielona;;Brodnica;;Verified;Zielona;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Zielona występuje w 1492 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1491 innych miast z ul. Zieloną
TC-151;Błędne dopasowanie;Popularna ulica;Medium;Cicha - 1472 wystąpień w 1434 miejscowościach;Cicha;;Brodnica;;Verified;Cicha;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Cicha występuje w 1434 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1433 innych miast z ul. Cichą
TC-152;Błędne dopasowanie;Popularna ulica;Medium;Sportowa - 1458 wystąpień w 1411 miejscowościach;Sportowa;;Brodnica;;Verified;Sportowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Sportowa występuje w 1411 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1410 innych miast z ul. Sportową
TC-153;Błędne dopasowanie;Popularna ulica;Medium;Parkowa - 1457 wystąpień w 1420 miejscowościach;Parkowa;;Brodnica;;Verified;Parkowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Parkowa występuje w 1420 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1419 innych miast z ul. Parkową
TC-154;Błędne dopasowanie;Popularna ulica;Medium;Klonowa - 1445 wystąpień w 1398 miejscowościach;Klonowa;;Brodnica;;Verified;Klonowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Klonowa występuje w 1398 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1397 innych miast z ul. Klonową
TC-155;Błędne dopasowanie;Popularna ulica;Low;Świerkowa - 1411 wystąpień w 1373 miejscowościach;Świerkowa;;Brodnica;;Verified;Świerkowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Świerkowa występuje w 1373 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1372 innych miast z ul. Świerkową
TC-156;Błędne dopasowanie;Popularna ulica;Low;Kasztanowa - 1243 wystąpień w 1211 miejscowościach;Kasztanowa;;Brodnica;;Verified;Kasztanowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Kasztanowa występuje w 1211 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1210 innych miast z ul. Kasztanową
TC-157;Błędne dopasowanie;Popularna ulica;Low;Wrzosowa - 1192 wystąpień w 1157 miejscowościach;Wrzosowa;;Brodnica;;Verified;Wrzosowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Wrzosowa występuje w 1157 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1156 innych miast z ul. Wrzosową
TC-158;Błędne dopasowanie;Popularna ulica;Low;Pogodna - 1118 wystąpień w 1105 miejscowościach;Pogodna;;Brodnica;;Verified;Pogodna;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Pogodna występuje w 1105 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1104 innych miast z ul. Pogodną
TC-159;Błędne dopasowanie;Popularna ulica;Low;Różana - 1106 wystąpień w 1084 miejscowościach;Różana;;Brodnica;;Verified;Różana;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Różana występuje w 1084 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1083 innych miast z ul. Różaną
TC-160;Błędne dopasowanie;Popularna ulica;Low;Piaskowa - 1092 wystąpień w 1053 miejscowościach;Piaskowa;;Brodnica;;Verified;Piaskowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Piaskowa występuje w 1053 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1052 innych miast z ul. Piaskową
TC-161;Błędne dopasowanie;Popularna ulica;Low;Wspólna - 1089 wystąpień w 1063 miejscowościach;Wspólna;;Brodnica;;Verified;Wspólna;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Ulica Wspólna występuje w 1063 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1062 innych miast z ul. Wspólną
TC-061;Błędne dopasowanie;Wieloznaczność;High;Automatyczne rozstrzygnięcie wieloznaczności - może wybrać złe;Żwirki i Wigury;;Chełm;;InVerification;Żwirki i Wigury;;Chełm;;LUBELSKIE;Chełm;Chełm;<0.7;<0.7;<0.7;<0.7;;false;Wieloznaczność ul. vs pl. - automatyczne wybór może być błędny;RYZYKO: Może automatycznie wybrać ul. zamiast pl. lub odwrotnie
TC-062;Błędne dopasowanie;Wieloznaczność;High;Automatyczne rozstrzygnięcie - może wybrać złe województwo;Lipowa;;Dąbrowa;;InVerification;Lipowa;;Dąbrowa;;null;null;null;<0.5;<0.5;<0.5;<0.5;;false;Wieloznaczność Dąbrowa w 2 województwach - automatyczny wybór może być błędny;RYZYKO: Może wybrać OPOLSKIE zamiast KUJAWSKO-POMORSKIE lub odwrotnie
TC-181;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Józefów - Piłsudskiego w 3 wariantach (ul. Marszałka, rynek im. Józefa, ul. Józefa);Piłsudskiego;;Józefów;;InVerification;Piłsudskiego;Marszałka;Józefów;;null;null;null;<0.4;<0.4;<0.4;<0.4;;false;Dane z powtorzenia - Józefów: 3 warianty Piłsudskiego w 2 województwach;RYZYKO: Może przypisać do złego województwa i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-224;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Łódź - Maja w 4 wariantach z różnymi numerami w NAZWA_2;Maja;3;Łódź;;InVerification;Maja;3;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.4;<0.7;<0.4;<0.4;;false;Dane z powtorzenia - Łódź: ul. 3, park 1, al. 1, park 3;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły numer
TC-182;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Nowy Targ - Jana Pawła II w 2 wariantach (ul. i rondo);Jana Pawła II;;Nowy Targ;;InVerification;Jana Pawła II;;Nowy Targ;;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Nowy Targ: ul. vs rondo Jana Pawła II;RYZYKO: Może automatycznie wybrać złą cechę
TC-183;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Gorzów Wielkopolski - wiele kombinacji ul. vs rondo;Kosynierów Gdyńskich;;Gorzów Wielkopolski;;InVerification;Kosynierów Gdyńskich;;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Gorzów: ul. vs rondo Kosynierów Gdyńskich;RYZYKO: Może automatycznie wybrać złą cechę
TC-184;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Tomaszów Mazowiecki - wiele kombinacji ul. vs os.;Kanonierów;;Tomaszów Mazowiecki;;InVerification;Kanonierów;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Kanonierów;RYZYKO: Może automatycznie wybrać złą cechę
TC-185;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Tomaszów Mazowiecki - Tuwima ul. vs rondo;Tuwima;;Tomaszów Mazowiecki;;InVerification;Tuwima;Juliana;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: ul. vs rondo Tuwima;RYZYKO: Może automatycznie wybrać złą cechę
TC-186;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Wieruszów - Waryńskiego os. vs ul.;Waryńskiego;;Wieruszów;;InVerification;Waryńskiego;Ludwika;Wieruszów;;ŁÓDZKIE;wieruszowski;Wieruszów;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Wieruszów: os. vs ul. Waryńskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-187;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Wieruszów - Fabryczna os. vs ul.;Fabryczna;;Wieruszów;;InVerification;Fabryczna;;Wieruszów;;ŁÓDZKIE;wieruszowski;Wieruszów;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Wieruszów: os. vs ul. Fabryczna;RYZYKO: Może automatycznie wybrać złą cechę
TC-188;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Inowrocław - Kasprowicza pl. vs ul.;Kasprowicza;;Inowrocław;;InVerification;Kasprowicza;Jana;Inowrocław;;KUJAWSKO-POMORSKIE;inowrocławski;Inowrocław;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Inowrocław: pl. vs ul. Kasprowicza;RYZYKO: Może automatycznie wybrać złą cechę
TC-189;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Chełmno - Nad Browiną os. vs ul.;Nad Browiną;;Chełmno;;InVerification;Nad Browiną;;Chełmno;;KUJAWSKO-POMORSKIE;chełmiński;Chełmno;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Chełmno: os. vs ul. Nad Browiną;RYZYKO: Może automatycznie wybrać złą cechę
TC-190;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Krościenko nad Dunajcem - Grotowskiego ul. vs park;Grotowskiego;;Krościenko nad Dunajcem;;InVerification;Grotowskiego;inż. Władysława;Krościenko nad Dunajcem;;MAŁOPOLSKIE;nowotarski;Krościenko nad Dunajcem;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Krościenko: ul. vs park Grotowskiego z różnymi NAZWA_2;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-191;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Tomaszów Mazowiecki - Rodego park vs ul. z różnymi NAZWA_2;Rodego;;Tomaszów Mazowiecki;;InVerification;Rodego;im.;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: park vs ul. Rodego z różnymi NAZWA_2;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-192;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Tomaszów Mazowiecki - Hubala os. vs ul. z różnymi NAZWA_2;Hubala;;Tomaszów Mazowiecki;;InVerification;Hubala;mjr;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Hubala z różnymi NAZWA_2;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-193;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Tomaszów Mazowiecki - Zapiecek os. vs ul.;Zapiecek;;Tomaszów Mazowiecki;;InVerification;Zapiecek;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Zapiecek;RYZYKO: Może automatycznie wybrać złą cechę
TC-194;Błędne dopasowanie;Wieloznaczność (3+ warianty);High;Tomaszów Mazowiecki - Strzelecka os. vs ul.;Strzelecka;;Tomaszów Mazowiecki;;InVerification;Strzelecka;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Strzelecka;RYZYKO: Może automatycznie wybrać złą cechę
TC-195;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Tomaszów Mazowiecki - Górna os. vs ul.;Górna;;Tomaszów Mazowiecki;;InVerification;Górna;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Górna;RYZYKO: Może automatycznie wybrać złą cechę
TC-196;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Koluszki - Czarneckiego os. vs ul.;Czarneckiego;;Koluszki;;InVerification;Czarneckiego;;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Koluszki: os. vs ul. Czarneckiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-197;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Koluszki - Głowackiego os. vs ul.;Głowackiego;;Koluszki;;InVerification;Głowackiego;;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Koluszki: os. vs ul. Głowackiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-198;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Koluszki - Listopada os. vs ul. z numerem;Listopada;;Koluszki;;InVerification;Listopada;11;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Koluszki: os. vs ul. Listopada z numerem 11;RYZYKO: Może automatycznie wybrać złą cechę
TC-199;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Koluszki - Piłsudskiego ul. vs pl. z różnymi NAZWA_2;Piłsudskiego;;Koluszki;;InVerification;Piłsudskiego;Marszałka Józefa;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Koluszki: ul. vs pl. Piłsudskiego z różnymi NAZWA_2;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-200;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Łowicz - Tkaczew os. vs ul.;Tkaczew;;Łowicz;;InVerification;Tkaczew;;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łowicz: os. vs ul. Tkaczew;RYZYKO: Może automatycznie wybrać złą cechę
TC-225;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Łódź - Reymonta w 3 wariantach z bardzo różnymi NAZWA_2;Reymonta;;Łódź;;InVerification;Reymonta;Władysława Stanisława;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;;false;Dane z powtorzenia - Łódź: pl. Władysława Stanisława vs ul. Władysława vs park im. Władysława;RYZYKO: Może dopasować do złego wariantu NAZWA_2 z powodu różnic w długości
TC-226;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Łódź - Dąbrowskiego w 3 wariantach z bardzo różnymi NAZWA_2;Dąbrowskiego;;Łódź;;InVerification;Dąbrowskiego;Jarosława;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;;false;Dane z powtorzenia - Łódź: park Jarosława vs ul. gen. Jarosława vs pl. gen. Henryka;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (Jarosława vs gen. Jarosława vs gen. Henryka)
TC-227;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Łódź - Staszica z różnymi prefiksami w NAZWA_2;Staszica;;Łódź;;InVerification;Staszica;ks. Stanisława;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łódź: park im. Stanisława vs ul. ks. Stanisława;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (im. vs ks.)
TC-228;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Łódź - Różyckiego z różnymi imionami w NAZWA_2;Różyckiego;;Łódź;;InVerification;Różyckiego;Ludomira;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łódź: ul. Ludomira vs rondo Jerzego;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (Ludomira vs Jerzego)
TC-229;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Łódź - Głowackiego z różnymi imionami w NAZWA_2;Głowackiego;;Łódź;;InVerification;Głowackiego;Bartosza;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łódź: pl. Bartosza vs ul. Wojciecha;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (Bartosza vs Wojciecha)
TC-230;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Łódź - Poniatowskiego z różnymi prefiksami w NAZWA_2;Poniatowskiego;;Łódź;;InVerification;Poniatowskiego;im. Józefa;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łódź: park im. Józefa vs ul. Księcia Józefa;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (im. vs Księcia)
TC-231;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Łódź - Moniuszki z różnymi prefiksami w NAZWA_2;Moniuszki;;Łódź;;InVerification;Moniuszki;im. Stanisława;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łódź: park im. Stanisława vs ul. Stanisława;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (im. vs bez prefiksu)
TC-232;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Łódź - Struga z różnymi prefiksami w NAZWA_2;Struga;;Łódź;;InVerification;Struga;im. Andrzeja;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;;false;Dane z powtorzenia - Łódź: park im. Andrzeja vs ul. Andrzeja;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (im. vs bez prefiksu) i/lub złej delegatury
TC-233;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Gorzów Wielkopolski - Sybiraków vs Sybiraków (różnica w pisowni);Sybiraków;;Gorzów Wielkopolski;;InVerification;Sybiraków;;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Gorzów: rondo Sybiraków vs ul. Sybiraków (różnica w pisowni);RYZYKO: Może dopasować do złego wariantu z powodu różnicy w pisowni
TC-234;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Wieluń - Stodolniana os. vs ul.;Stodolniana;;Wieluń;;InVerification;Stodolniana;;Wieluń;;ŁÓDZKIE;wieluński;Wieluń;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Wieluń: os. vs ul. Stodolniana;RYZYKO: Może automatycznie wybrać złą cechę
TC-235;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Wieruszów - Fabryczna os. vs ul.;Fabryczna;;Wieruszów;;InVerification;Fabryczna;;Wieruszów;;ŁÓDZKIE;wieruszowski;Wieruszów;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Wieruszów: os. vs ul. Fabryczna;RYZYKO: Może automatycznie wybrać złą cechę
TC-236;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Wieruszów - Waryńskiego os. vs ul.;Waryńskiego;;Wieruszów;;InVerification;Waryńskiego;Ludwika;Wieruszów;;ŁÓDZKIE;wieruszowski;Wieruszów;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Wieruszów: os. vs ul. Waryńskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-237;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Chełmno - Nad Browiną os. vs ul.;Nad Browiną;;Chełmno;;InVerification;Nad Browiną;;Chełmno;;KUJAWSKO-POMORSKIE;chełmiński;Chełmno;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Chełmno: os. vs ul. Nad Browiną;RYZYKO: Może automatycznie wybrać złą cechę
TC-238;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Inowrocław - Okrężek os. vs ul.;Okrężek;;Inowrocław;;InVerification;Okrężek;;Inowrocław;;KUJAWSKO-POMORSKIE;inowrocławski;Inowrocław;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Inowrocław: os. vs ul. Okrężek;RYZYKO: Może automatycznie wybrać złą cechę
TC-239;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Krościenko nad Dunajcem - Grotowskiego ul. vs park z różnymi NAZWA_2;Grotowskiego;;Krościenko nad Dunajcem;;InVerification;Grotowskiego;Władysława;Krościenko nad Dunajcem;;MAŁOPOLSKIE;nowotarski;Krościenko nad Dunajcem;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Krościenko: ul. Władysława vs park inż. Władysława;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-240;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Tomaszów Mazowiecki - Rodego park vs ul. z bardzo różnymi NAZWA_2;Rodego;;Tomaszów Mazowiecki;;InVerification;Rodego;im.;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: park im. vs ul. Doktora Jana Serafina;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-241;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Tomaszów Mazowiecki - Hubala os. vs ul. z różnymi NAZWA_2;Hubala;;Tomaszów Mazowiecki;;InVerification;Hubala;mjr;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: os. mjr. vs ul. mjra;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-242;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Tomaszów Mazowiecki - Tuwima ul. vs rondo z różnymi NAZWA_2;Tuwima;;Tomaszów Mazowiecki;;InVerification;Tuwima;Juliana;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: ul. Juliana vs rondo im. Juliana;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-243;Błędne dopasowanie;Wieloznaczność (3+ warianty);Medium;Tomaszów Mazowiecki - Zapiecek os. vs ul.;Zapiecek;;Tomaszów Mazowiecki;;InVerification;Zapiecek;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Zapiecek;RYZYKO: Może automatycznie wybrać złą cechę
TC-244;Błędne dopasowanie;Wieloznaczność (3+ warianty);Low;Tomaszów Mazowiecki - Strzelecka os. vs ul.;Strzelecka;;Tomaszów Mazowiecki;;InVerification;Strzelecka;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Strzelecka;RYZYKO: Może automatycznie wybrać złą cechę
TC-245;Błędne dopasowanie;Wieloznaczność (3+ warianty);Low;Tomaszów Mazowiecki - Górna os. vs ul.;Górna;;Tomaszów Mazowiecki;;InVerification;Górna;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Górna;RYZYKO: Może automatycznie wybrać złą cechę
TC-246;Błędne dopasowanie;Wieloznaczność (3+ warianty);Low;Tomaszów Mazowiecki - Kanonierów os. vs ul.;Kanonierów;;Tomaszów Mazowiecki;;InVerification;Kanonierów;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Kanonierów;RYZYKO: Może automatycznie wybrać złą cechę
TC-247;Błędne dopasowanie;Wieloznaczność (3+ warianty);Low;Koluszki - Czarneckiego os. vs ul.;Czarneckiego;;Koluszki;;InVerification;Czarneckiego;;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Koluszki: os. vs ul. Czarneckiego;RYZYKO: Może automatycznie wybrać złą cechę
