"NAZWA_WOJ";"NAZWA_POW";"NAZWA_GMI";"NAZWA_MIEJSCOWOSCI";"SYM_UL";"CECHA";"NAZWA_1";"NAZWA_2";"PASUJACA_CECHA"
"ŁÓDZKIE";"Łódź";"Łódź-Polesie";"Łódź";"60781";"";"Park nad Jasieńcem";"";"park"
"ŚLĄSKIE";"bieruńsko-lędziński";"Lędziny";"Lędziny";"60801";"ul.";"Al. Matki Boskiej Różańcowej";"";"al."
"ZACHODNIOPOMORSKIE";"szczecinecki";"Szczecinek";"Szczecinek";"60819";"";"Rondo Kardynała Ignacego Jeża";"";"rondo"
"MAŁOPOLSKIE";"tatrzański";"Zakopane";"Zakopane";"60946";"ul.";"Droga Powstańców Śląskich";"";"droga"
"ŁÓDZKIE";"sieradzki";"Burzenin";"Burzenin";"19253";"ul.";"Rynek";"";"rynek"
"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź";"60780";"";"Park leśny im. Włodzimierza Puchalskiego";"";"park"
"OPOLSKIE";"strzelecki";"Jemielnica";"Łaziska";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"sierpecki";"Sierpc";"Sierpc";"60834";"";"Rondo Ofiar Katastrofy Lotniczej pod Smoleńskiem";"";"rondo"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"41692";"";"Rondo gen. Władysława Andersa";"";"rondo"
"LUBUSKIE";"słubicki";"Ośno Lubuskie";"Ośno Lubuskie";"60918";"";"Rondo Sulęcińskie";"";"rondo"
"LUBUSKIE";"słubicki";"Ośno Lubuskie";"Ośno Lubuskie";"44096";"";"Skwer Niepodległości";"";"skwer"
"KUJAWSKO-POMORSKIE";"brodnicki";"Brodnica";"Brodnica";"60828";"";"Al. Wędkarzy";"";"al."
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"43502";"";"Rondo gen. Stanisława Maczka";"";"rondo"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"60845";"";"Rondo kardynała Stefana Wyszyńskiego";"";"rondo"
"LUBUSKIE";"słubicki";"Ośno Lubuskie";"Ośno Lubuskie";"60920";"";"Skwer Miejski";"";"skwer"
"PODKARPACKIE";"tarnobrzeski";"Baranów Sandomierski";"Skopanie";"60702";"";"Rondo im. Prezydenta Rzeczpospolitej Polskiej prof. Lecha Kaczyńskiego";"";"rondo"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"60979";"";"rondo Majora Zygmunta Szendzielarza ps. ""Łupaszka""";"";"rondo"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"60974";"";"rondo Ronalda Reagana";"";"rondo"
"LUBELSKIE";"biłgorajski";"Tarnogród";"Tarnogród";"61051";"";"Skwer Gryfa";"";"skwer"
"MAŁOPOLSKIE";"Tarnów";"Tarnów";"Tarnów";"61077";"";"Skwer Bohaterów Wojny Obronnej 1939";"";"skwer"
"MAŁOPOLSKIE";"Tarnów";"Tarnów";"Tarnów";"61079";"";"Skwer Janusza Kurtyki";"";"skwer"
"WIELKOPOLSKIE";"jarociński";"Jarocin";"Jarocin";"60771";"";"Skwer Harcerstwa Jarocińskiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Targówek";"Warszawa";"60797";"";"Park Stefana Wiecheckiego ""Wiecha""";"";"park"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"60842";"";"Rondo gen. bryg. Augusta Emila Fieldorfa ps. ""Nil""";"";"rondo"
"KUJAWSKO-POMORSKIE";"inowrocławski";"Inowrocław";"Inowrocław";"60773";"";"skwer Jarosława Brejzy";"";"skwer"
"ŁÓDZKIE";"zgierski";"Zgierz";"Podole";"60791";"ul.";"AL. Bukowa";"";"al."
"ŁÓDZKIE";"zgierski";"Zgierz";"Glinnik";"60791";"ul.";"AL. Bukowa";"";"al."
"ŁÓDZKIE";"zgierski";"Zgierz";"Samotnik";"60791";"ul.";"AL. Bukowa";"";"al."
"ZACHODNIOPOMORSKIE";"wałecki";"Mirosławiec";"Mirosławiec";"56417";"pl.";"Skwer im. Jana Pawła II";"";"skwer"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"60843";"";"Rondo gen. Stanisława Skalskiego";"";"rondo"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"60844";"";"Rondo Władysława Grabskiego";"";"rondo"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"43503";"";"Rondo ks. Jerzego Popiełuszki";"";"rondo"
"MAZOWIECKIE";"makowski";"Krasnosielc";"Krasnosielc";"60854";"";"Park im. Braci Warner";"";"park"
"WIELKOPOLSKIE";"krotoszyński";"Krotoszyn";"Krotoszyn";"60921";"";"skwer im. Agnieszki Duczmal";"";"skwer"
"ZACHODNIOPOMORSKIE";"goleniowski";"Goleniów";"Goleniów";"48699";"";"Rondo Hanzeatyckie";"";"rondo"
"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź";"48708";"";"Rondo rotmistrza Witolda Pileckiego";"";"rondo"
"ŁÓDZKIE";"Łódź";"Łódź-Polesie";"Łódź";"48710";"";"Skwer Prymasa Tysiąclecia ks. Kardynała Stefana Wyszyńskiego";"";"skwer"
"WIELKOPOLSKIE";"obornicki";"Rogoźno";"Ruda";"48746";"";"Rondo Króla Przemysła II";"";"rondo"
"PODKARPACKIE";"Rzeszów";"Rzeszów";"Rzeszów";"48771";"";"Rondo im. kpt. Władysława Koby";"";"rondo"
"ŚLĄSKIE";"częstochowski";"Blachownia";"Blachownia";"48781";"";"Skwer im. Doktora Longina Tarnawskiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"48783";"";"Skwer Straży Obywatelskiej 1939 r.";"";"skwer"
"OPOLSKIE";"Opole";"Opole";"Opole";"37726";"pl.";"Skwer Solidarności";"";"skwer"
"KUJAWSKO-POMORSKIE";"toruński";"Chełmża";"Chełmża";"48847";"";"Park im. gen. Augusta Fieldorfa-Nila";"";"park"
"DOLNOŚLĄSKIE";"Legnica";"Legnica";"Legnica";"42679";"";"Rondo Niepodległości";"";"rondo"
"PODLASKIE";"Suwałki";"Suwałki";"Suwałki";"60275";"";"Park Suwalskich Przedsiębiorców";"";"park"
"WIELKOPOLSKIE";"rawicki";"Rawicz";"Rawicz";"42679";"";"Rondo Niepodległości";"";"rondo"
"LUBELSKIE";"radzyński";"Radzyń Podlaski";"Radzyń Podlaski";"61113";"";"Rondo im. rtm. Witolda Pileckiego";"";"rondo"
"POMORSKIE";"Sopot";"Sopot";"Sopot";"44016";"";"Park Sanitariuszki ""Inki""";"";"park"
"MAZOWIECKIE";"garwoliński";"Łaskarzew";"Łaskarzew";"19270";"ul.";"Rynek Mały";"";"rynek"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"60980";"ul.";"Al. Przyjaciół";"";"al."
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"60973";"";"rondo Ofiar Katastrofy Smoleńskiej";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"nowomiejski";"Nowe Miasto Lubawskie";"Gwiździny";"60987";"";"Skwer Ofiar Katyńskich";"";"skwer"
"ŚLĄSKIE";"zawierciański";"Łazy";"Rokitno Szlacheckie";"61006";"";"Skwer Michała Poleskiego";"";"skwer"
"ZACHODNIOPOMORSKIE";"Koszalin";"Koszalin";"Koszalin";"44235";"";"Rondo Henryki Rodkiewicz";"";"rondo"
"KUJAWSKO-POMORSKIE";"inowrocławski";"Inowrocław";"Inowrocław";"44238";"";"Skwer Remigiusza Jankowskiego";"";"skwer"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"60976";"";"rondo Osiedlowców";"";"rondo"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"60977";"";"rondo Polonii Mandżurskiej";"";"rondo"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"60965";"";"skwer im. Narodowych Sił Zbrojnych";"";"skwer"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"57019";"ul.";"Al. Spacerowa";"";"al."
"DOLNOŚLĄSKIE";"wałbrzyski";"Czarny Bór";"Czarny Bór";"57899";"";"Skwer im. Pary Prezydenckiej Marii i Lecha Kaczyńskich";"";"skwer"
"MAZOWIECKIE";"pruszkowski";"Piastów";"Piastów";"47123";"";"Skwer im. św. Jana Pawła II";"";"skwer"
"DOLNOŚLĄSKIE";"Jelenia Góra";"Jelenia Góra";"Jelenia Góra";"60985";"";"Rondo Wacława Maliszewskiego";"";"rondo"
"ZACHODNIOPOMORSKIE";"drawski";"Drawsko Pomorskie";"Drawsko Pomorskie";"35359";"ul.";"Droga Wiśniowa";"";"droga"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"55448";"";"Rondo Jawaharlala Nehru";"";"rondo"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"60975";"";"rondo Żołnierzy Wyklętych";"";"rondo"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"60978";"";"rondo Powstańców Warszawskich";"";"rondo"
"DOLNOŚLĄSKIE";"wrocławski";"Długołęka";"Śliwice";"46282";"";"Rondo Honorowych Dawców Krwi";"";"rondo"
"POMORSKIE";"tczewski";"Tczew";"Tczew";"44164";"";"Skwer Doktora Schefflera";"";"skwer"
"PODKARPACKIE";"dębicki";"Dębica";"Dębica";"44208";"";"Rondo Podporucznika Leona Kloca";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"44068";"";"Rondo Pawła Jasienicy";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"42500";"";"Rondo Romana Dmowskiego";"";"rondo"
"MAZOWIECKIE";"miński";"Sulejówek";"Sulejówek";"44097";"";"Skwer Pamięci";"";"skwer"
"MAZOWIECKIE";"miński";"Sulejówek";"Sulejówek";"44101";"";"Skwer Trzeciego Tysiąclecia";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"44159";"";"Skwer Adama Mickiewicza";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"44167";"";"Skwer ""Starszych Panów""";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Wola";"Warszawa";"44097";"";"Skwer Pamięci";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"44232";"";"Skwer Wolnego Słowa";"";"skwer"
"ŚLĄSKIE";"Rybnik";"Rybnik";"Rybnik";"44247";"";"Park Henryka Czempiela";"";"park"
"WIELKOPOLSKIE";"gnieźnieński";"Trzemeszno";"Trzemeszno";"60960";"ul.";"Pl. Michała Kościeszy Kosmowskiego";"";"pl."
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"60983";"";"Droga Siedmiu Młynów";"";"droga"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"60997";"ul.";"al. Wyzwolenia";"";"al."
"PODKARPACKIE";"rzeszowski";"Głogów Małopolski";"Głogów Małopolski";"44147";"";"Rondo Doktora Stanisława Krzysia";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"44158";"";"Skwer Herberta Clarka Hoovera";"";"skwer"
"PODKARPACKIE";"dębicki";"Dębica";"Dębica";"44209";"";"Rondo Księdza Józefa Leśniowskiego";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Żoliborz";"Warszawa";"44033";"";"Rondo Jerzego Turowicza";"";"rondo"
"MAZOWIECKIE";"miński";"Sulejówek";"Sulejówek";"44099";"";"Skwer pod Lipami";"";"skwer"
"MAZOWIECKIE";"nowodworski";"Zakroczym";"Zakroczym";"19252";"";"Rynek";"";"rynek"
"PODLASKIE";"wysokomazowiecki";"Wysokie Mazowieckie";"Wysokie Mazowieckie";"44137";"";"Rondo Zesłańców Sybiru";"";"rondo"
"PODLASKIE";"Białystok";"Białystok";"Białystok";"44135";"";"Rondo Krzysztofa Jakuba Putry Wicemarszałka Sejmu RP";"";"rondo"
"WIELKOPOLSKIE";"gostyński";"Gostyń";"Gostyń";"44152";"";"Skwer Wolontariuszy Wielkiej Orkiestry Świątecznej Pomocy";"";"skwer"
"OPOLSKIE";"prudnicki";"Głogówek";"Głogówek";"44225";"";"Rondo im. Georga III von Oppersdorff";"";"rondo"
"DOLNOŚLĄSKIE";"wrocławski";"Sobótka";"Sobótka";"44294";"";"Skwer Biegacza";"";"skwer"
"ZACHODNIOPOMORSKIE";"Koszalin";"Koszalin";"Koszalin";"44345";"";"Rondo mjr. Zygmunta Szendzielarza - ""Łupaszki""";"";"rondo"
"WIELKOPOLSKIE";"koniński";"Kazimierz Biskupi";"Kazimierz Biskupi";"55480";"";"Rondo im. księcia Kazimierza I Odnowiciela";"";"rondo"
"PODKARPACKIE";"jarosławski";"Jarosław";"Jarosław";"53512";"";"Rondo 100-lecia Niepodległości";"";"rondo"
"WIELKOPOLSKIE";"krotoszyński";"Krotoszyn";"Krotoszyn";"44230";"";"Rondo Władysława Rybakowskiego";"";"rondo"
"ŚWIĘTOKRZYSKIE";"kielecki";"Chmielnik";"Piotrkowice";"19251";"pl.";"Rynek";"";"rynek"
"MAŁOPOLSKIE";"Nowy Sącz";"Nowy Sącz";"Nowy Sącz";"55428";"";"Rondo Zbigniewa Szkarłata";"";"rondo"
"POMORSKIE";"kwidzyński";"Kwidzyn";"Kwidzyn";"44296";"";"Rondo Miasta Bar - Ukraina";"";"rondo"
"POMORSKIE";"gdański";"Pruszcz Gdański";"Wojanowo";"55506";"";"Park 4 czerwca 1989 r.";"";"park"
"POMORSKIE";"bytowski";"Bytów";"Bytów";"46936";"";"Rondo Wileńskie";"";"rondo"
"KUJAWSKO-POMORSKIE";"tucholski";"Tuchola";"Tuchola";"55541";"";"Skwer im. Zenona Korytowskiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"45443";"";"Rondo Ligi Morskiej i Rzecznej";"";"rondo"
"DOLNOŚLĄSKIE";"Jelenia Góra";"Jelenia Góra";"Jelenia Góra";"41511";"";"Rondo Rotmistrza Witolda Pileckiego";"";"rondo"
"ZACHODNIOPOMORSKIE";"wałecki";"Wałcz";"Wałcz";"55569";"";"Skwer Wielkiej Orkiestry Świątecznej Pomocy";"";"skwer"
"MAZOWIECKIE";"gostyniński";"Gostynin";"Gostynin";"48195";"";"Rondo Żołnierzy Niezłomnych";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"44227";"";"Park Akcji ""Burza""";"";"park"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"44344";"";"Skwer Jacka Kaczmarskiego";"";"skwer"
"ŁÓDZKIE";"zgierski";"Zgierz";"Zgierz";"44386";"";"Rondo Imienia Lecha Kaczyńskiego";"";"rondo"
"MAZOWIECKIE";"Siedlce";"Siedlce";"Siedlce";"44175";"";"Rondo Żołnierzy Wyklętych";"";"rondo"
"LUBELSKIE";"lubelski";"Głusk";"Dominów";"19253";"ul.";"Rynek";"";"rynek"
"MAŁOPOLSKIE";"chrzanowski";"Trzebinia";"Trzebinia";"55527";"";"Rondo Sokoła";"";"rondo"
"DOLNOŚLĄSKIE";"Jelenia Góra";"Jelenia Góra";"Jelenia Góra";"54691";"";"Rondo Żołnierzy Radiotechników";"";"rondo"
"DOLNOŚLĄSKIE";"Jelenia Góra";"Jelenia Góra";"Jelenia Góra";"55550";"";"Rondo 4 Czerwca";"";"rondo"
"POMORSKIE";"chojnicki";"Chojnice";"Chojnice";"44352";"";"Rondo Kardynała Stefana Wyszyńskiego";"";"rondo"
"DOLNOŚLĄSKIE";"lubiński";"Lubin";"Lubin";"44390";"";"Skwer im. Tadeusza Zastawnika";"";"skwer"
"ŚLĄSKIE";"cieszyński";"Zebrzydowice";"Zebrzydowice";"55629";"";"Rondo imienia profesora Andrzeja Farugi";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"55644";"";"Skwer Szpitala Ewangelickiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Włochy";"Warszawa";"55646";"";"Rondo Beczka";"";"rondo"
"ŁÓDZKIE";"Skierniewice";"Skierniewice";"Skierniewice";"55692";"";"Skwer Błogosławionego Księdza Jerzego Popiełuszki";"";"skwer"
"LUBUSKIE";"gorzowski";"Kostrzyn nad Odrą";"Kostrzyn nad Odrą";"38341";"";"Rondo Unii Europejskiej";"";"rondo"
"ŚLĄSKIE";"bielski";"Czechowice-Dziedzice";"Czechowice-Dziedzice";"55762";"";"Skwer Stulecia";"";"skwer"
"ŚLĄSKIE";"Jaworzno";"Jaworzno";"Jaworzno";"55473";"";"Rondo XX Batalionu Szturmowego Armii Krajowej";"";"rondo"
"MAŁOPOLSKIE";"wielicki";"Wieliczka";"Wieliczka";"37828";"";"Rondo Solidarności";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Wola";"Warszawa";"55542";"";"Skwer Andrzeja Struja";"";"skwer"
"ZACHODNIOPOMORSKIE";"Koszalin";"Koszalin";"Koszalin";"55549";"";"Park Europejski";"";"park"
"POMORSKIE";"kartuski";"Kartuzy";"Kartuzy";"55567";"";"Park im. Towarzystwa Miłośników Kartuz";"";"park"
"MAZOWIECKIE";"otwocki";"Otwock";"Otwock";"55585";"";"Skwer Danuty Siedzikówny ps. ""Inka""";"";"skwer"
"LUBELSKIE";"biłgorajski";"Frampol";"Frampol";"55592";"rondo";"Rondo 13 września 1939";"";"rondo"
"WIELKOPOLSKIE";"średzki";"Środa Wielkopolska";"Środa Wielkopolska";"55624";"";"Rondo Hennigsdorf";"";"rondo"
"KUJAWSKO-POMORSKIE";"inowrocławski";"Inowrocław";"Inowrocław";"55639";"";"skwer Prezydenta Pawła Adamowicza";"";"skwer"
"WARMIŃSKO-MAZURSKIE";"działdowski";"Rybno";"Tuczki";"55516";"";"Rondo im. Mikołaja Kopernika";"";"rondo"
"DOLNOŚLĄSKIE";"trzebnicki";"Trzebnica";"Trzebnica";"55533";"";"Rondo Miast Partnerskich-Kitzingen-Winniki";"";"rondo"
"DOLNOŚLĄSKIE";"trzebnicki";"Trzebnica";"Trzebnica";"55534";"";"Skwer Szczepana Siekierki";"";"skwer"
"MAZOWIECKIE";"otwocki";"Otwock";"Otwock";"55587";"";"Skwer bł. ks. Jerzego Popiełuszki patrona NSZZ ""Solidarność""";"";"skwer"
"KUJAWSKO-POMORSKIE";"Toruń";"Toruń";"Toruń";"55637";"";"rondo Wiślane";"";"rondo"
"PODLASKIE";"Suwałki";"Suwałki";"Suwałki";"55652";"";"Rondo Korpusu Ochrony Pogranicza";"";"rondo"
"KUJAWSKO-POMORSKIE";"Bydgoszcz";"Bydgoszcz";"Bydgoszcz";"55492";"";"park Wolności";"";"park"
"POMORSKIE";"malborski";"Malbork";"Malbork";"55537";"";"Skwer Związku Harcerstwa Polskiego";"";"skwer"
"MAZOWIECKIE";"otwocki";"Otwock";"Otwock";"55583";"";"Skwer Solidarności Walczącej";"";"skwer"
"KUJAWSKO-POMORSKIE";"Bydgoszcz";"Bydgoszcz";"Bydgoszcz";"55497";"";"park gen. Jana Henryka Dąbrowskiego";"";"park"
"MAZOWIECKIE";"miński";"Sulejówek";"Sulejówek";"55518";"";"rondo Bolesława Duszczyka";"";"rondo"
"MAŁOPOLSKIE";"krakowski";"Zabierzów";"Bolechowice";"55576";"";"park im. Św. Jana Pawła II";"";"park"
"WIELKOPOLSKIE";"obornicki";"Oborniki";"Oborniki";"51802";"";"Park Niepodległości";"";"park"
"ZACHODNIOPOMORSKIE";"sławieński";"Darłowo";"Wicie";"55603";"pl.";"Skwer Perłowy";"";"skwer"
"MAZOWIECKIE";"warszawski zachodni";"Kampinos";"Komorów";"55620";"ul.";"Droga Psikorska";"";"droga"
"PODLASKIE";"Suwałki";"Suwałki";"Suwałki";"55654";"";"Rondo Suwalskiej Brygady Kawalerii";"";"rondo"
"PODLASKIE";"Suwałki";"Suwałki";"Suwałki";"55653";"";"Rondo Polskiej Organizacji Wojskowej";"";"rondo"
"POMORSKIE";"kartuski";"Kartuzy";"Kartuzy";"50347";"";"Rondo im. Armii Krajowej";"";"rondo"
"POMORSKIE";"kartuski";"Kartuzy";"Kartuzy";"55683";"";"Rondo im. Tajnej Organizacji Wojskowej Gryf Pomorski";"";"rondo"
"POMORSKIE";"kartuski";"Kartuzy";"Grzybno";"55683";"";"Rondo im. Tajnej Organizacji Wojskowej Gryf Pomorski";"";"rondo"
"LUBUSKIE";"gorzowski";"Kostrzyn nad Odrą";"Kostrzyn nad Odrą";"43395";"";"Rondo Zatorze";"";"rondo"
"WIELKOPOLSKIE";"poznański";"Luboń";"Luboń";"46282";"";"Rondo Honorowych Dawców Krwi";"";"rondo"
"MAŁOPOLSKIE";"Kraków";"Kraków-Krowodrza";"Kraków";"55752";"";"Skwer imienia Gustawa Holoubka";"";"skwer"
"WIELKOPOLSKIE";"średzki";"Środa Wielkopolska";"Środa Wielkopolska";"55622";"";"Rondo Vitre";"";"rondo"
"MAZOWIECKIE";"legionowski";"Legionowo";"Legionowo";"55630";"";"Skwer płk. Romana Kłoczkowskiego";"";"skwer"
"WARMIŃSKO-MAZURSKIE";"kętrzyński";"Kętrzyn";"Kętrzyn";"46663";"";"Rondo Kombatantów";"";"rondo"
"MAŁOPOLSKIE";"bocheński";"Bochnia";"Bochnia";"55672";"";"Rondo im. gen. bryg. Jerzego Kazimierza Dobrodzickiego";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"giżycki";"Giżycko";"Giżycko";"37828";"";"Rondo Solidarności";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"giżycki";"Giżycko";"Gajewo";"37828";"";"Rondo Solidarności";"";"rondo"
"MAZOWIECKIE";"pruszkowski";"Raszyn";"Raszyn";"55690";"";"Rondo im. Heleny i Witolda Wolskich";"";"rondo"
"LUBUSKIE";"gorzowski";"Kostrzyn nad Odrą";"Kostrzyn nad Odrą";"55703";"";"Rondo Kostrzyńskich Papierników";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"60354";"";"Skwer Aliny Scholtz";"";"skwer"
"ŚLĄSKIE";"Chorzów";"Chorzów";"Chorzów";"57157";"";"Rondo Praw Kobiet";"";"rondo"
"DOLNOŚLĄSKIE";"trzebnicki";"Trzebnica";"Trzebnica";"60433";"";"Rondo Chirurgów Trzebnickich";"";"rondo"
"OPOLSKIE";"oleski";"Olesno";"Świercze";"42679";"";"Rondo Niepodległości";"";"rondo"
"LUBELSKIE";"bialski";"Leśna Podlaska";"Witulin";"42679";"";"Rondo Niepodległości";"";"rondo"
"WIELKOPOLSKIE";"poznański";"Luboń";"Luboń";"54572";"";"Rondo Poznańskiego Czerwca 1956 r.";"";"rondo"
"LUBUSKIE";"świebodziński";"Świebodzin";"Świebodzin";"45676";"";"Rondo im. Rotmistrza Witolda Pileckiego";"";"rondo"
"ŚWIĘTOKRZYSKIE";"kielecki";"Chmielnik";"Chmielnik";"55433";"";"Rondo im. Kapitana Stanisława Grabdy ps. ""Bem""";"";"rondo"
"MAŁOPOLSKIE";"wielicki";"Wieliczka";"Wieliczka";"42679";"";"Rondo Niepodległości";"";"rondo"
"WIELKOPOLSKIE";"średzki";"Środa Wielkopolska";"Środa Wielkopolska";"55625";"";"Rondo Kralupy";"";"rondo"
"POMORSKIE";"Słupsk";"Słupsk";"Słupsk";"55628";"";"Rondo gen. bryg. Mieczysława Mozdyniewicza";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"55645";"";"Skwer Georges'a Clemenceau";"";"skwer"
"PODKARPACKIE";"lubaczowski";"Cieszanów";"Cieszanów";"55664";"";"Rondo im.por.Piotra Mazurka";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"kętrzyński";"Kętrzyn";"Kętrzyn";"55662";"";"Rondo imienia Romana Dmowskiego";"";"rondo"
"ŁÓDZKIE";"Skierniewice";"Skierniewice";"Skierniewice";"55693";"";"Rondo Ireny Repp";"";"rondo"
"WIELKOPOLSKIE";"obornicki";"Oborniki";"Oborniki";"45320";"";"Skwer Żołnierzy Wyklętych";"";"skwer"
"ŚLĄSKIE";"Bielsko-Biała";"Bielsko-Biała";"Bielsko-Biała";"40445";"";"Rondo Narodowych Sił Zbrojnych";"";"rondo"
"DOLNOŚLĄSKIE";"świdnicki";"Świdnica";"Świdnica";"55771";"";"Rondo Andrzeja Scheera";"";"rondo"
"ZACHODNIOPOMORSKIE";"goleniowski";"Goleniów";"Goleniów";"55772";"";"Park im. Ignacego Jana Paderewskiego";"";"park"
"WARMIŃSKO-MAZURSKIE";"ełcki";"Ełk";"Ełk";"37506";"";"Park Solidarności";"";"park"
"KUJAWSKO-POMORSKIE";"rypiński";"Rypin";"Rypin";"55790";"";"Skwer 100 - lecia Odzyskania Niepodległości";"";"skwer"
"WARMIŃSKO-MAZURSKIE";"giżycki";"Giżycko";"Giżycko";"55670";"";"Skwer Dubieński";"";"skwer"
"DOLNOŚLĄSKIE";"dzierżoniowski";"Dzierżoniów";"Dzierżoniów";"55688";"";"Skwer Włókniarza";"";"skwer"
"ŚLĄSKIE";"Bielsko-Biała";"Bielsko-Biała";"Bielsko-Biała";"41146";"";"Rondo Ofiar Katynia";"";"rondo"
"ŚLĄSKIE";"Bielsko-Biała";"Bielsko-Biała";"Bielsko-Biała";"41176";"";"Rondo NSZZ ""Solidarność""";"";"rondo"
"WIELKOPOLSKIE";"pilski";"Piła";"Piła";"41245";"";"Rondo Marszałka Józefa Piłsudskiego";"";"rondo"
"ŚLĄSKIE";"lubliniecki";"Lubliniec";"Lubliniec";"41190";"";"Rondo Władysława Opolczyka";"";"rondo"
"OPOLSKIE";"kędzierzyńsko-kozielski";"Kędzierzyn-Koźle";"Kędzierzyn-Koźle";"55495";"";"skwer Władysława Bartoszewskiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Ochota";"Warszawa";"46467";"";"Rondo Czterdziestolatka";"";"rondo"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"60964";"";"skwer Kapitanów";"";"skwer"
"MAZOWIECKIE";"sierpecki";"Sierpc";"Sierpc";"61024";"ul.";"Pl. Kardynała Wyszyńskiego";"";"pl."
"MAZOWIECKIE";"garwoliński";"Łaskarzew";"Łaskarzew";"61010";"";"Rynek Duży im. J. Piłsudskiego";"";"rynek"
"MAZOWIECKIE";"nowodworski";"Nowy Dwór Mazowiecki";"Nowy Dwór Mazowiecki";"61013";"";"Skwer Modlińskich Lotników";"";"skwer"
"MAŁOPOLSKIE";"chrzanowski";"Babice";"Babice";"61034";"";"Rondo Wschodnie";"";"rondo"
"MAŁOPOLSKIE";"chrzanowski";"Chrzanów";"Chrzanów";"61036";"";"Rondo Krakowskie";"";"rondo"
"POMORSKIE";"bytowski";"Bytów";"Bytów";"61038";"";"Rondo Miasta Markaryd";"";"rondo"
"POMORSKIE";"tczewski";"Tczew";"Tczew";"61071";"";"Skwer Weteranów II Wojny Światowej";"";"skwer"
"DOLNOŚLĄSKIE";"dzierżoniowski";"Łagiewniki";"Łagiewniki";"57899";"";"Skwer im. Pary Prezydenckiej Marii i Lecha Kaczyńskich";"";"skwer"
"WIELKOPOLSKIE";"gnieźnieński";"Gniezno";"Gniezno";"61093";"";"Park Miejski im. Generała Władysława Andersa";"";"park"
"ŁÓDZKIE";"kutnowski";"Kutno";"Kutno";"61022";"";"Skwer Agnieszki Mikołajczyk";"";"skwer"
