TC_ID;KATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;UWAGI;RYZYKO_BLEDU
TC-483-3;Wieloznaczność;High;Gorzów Wielkopolski - Wyszyńskiego ul. vs rondo;rondo Wyszyńskiego;;Gorzów Wielkopolski;66-400;ul. Wyszyńskiego kard. Stefana;;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Gorzów: ul. vs rondo Wyszyńskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-483-4;Wieloznaczność;High;Wieloznaczność - Gorzów Wielkopolski: 'wyszyńskiego' bez cechy - wymaga wyboru;wyszyńskiego;;Gorzów Wielkopolski;;ul. Wyszyńskiego kard. Stefana;;Gorzów Wielkopolski;66-400;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może automatycznie wybrać złą cechę
TC-483-5;Wieloznaczność;High;Wieloznaczność - Gorzów Wielkopolski: 'wyszyńskiego' bez cechy, kod 66-400;wyszyńskiego;;Gorzów Wielkopolski;66-400;ul. Wyszyńskiego kard. Stefana;;Gorzów Wielkopolski;66-400;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-483-6;Wieloznaczność;High;Wieloznaczność - Gorzów Wielkopolski: 'wyszyńskiego' bez cechy, kod 00-400;wyszyńskiego;;Gorzów Wielkopolski;00-400;ul. Wyszyńskiego kard. Stefana;;Gorzów Wielkopolski;66-400;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-484-1;Wieloznaczność;High;Zielona Góra - Sowińskiego park vs ul.;Sowińskiego;;Zielona Góra;65-001;ul. Sowińskiego Generała Józefa;;Zielona Góra;65-001;LUBUSKIE;Zielona Góra;Zielona Góra;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Zielona Góra: park vs ul. Sowińskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-484-2;Wieloznaczność;High;Zielona Góra - Sowińskiego park vs ul.;park Sowińskiego;;Zielona Góra;65-001;ul. Sowińskiego Generała Józefa;;Zielona Góra;65-001;LUBUSKIE;Zielona Góra;Zielona Góra;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Zielona Góra: park vs ul. Sowińskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-484-3;Wieloznaczność;High;Zielona Góra - Sowińskiego park vs ul.;ul. Sowińskiego;;Zielona Góra;65-001;ul. Sowińskiego Generała Józefa;;Zielona Góra;65-001;LUBUSKIE;Zielona Góra;Zielona Góra;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Zielona Góra: park vs ul. Sowińskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-484-4;Wieloznaczność;High;Wieloznaczność - Zielona Góra: 'sowińskiego' bez cechy - wymaga wyboru;sowińskiego;;Zielona Góra;;ul. Sowińskiego Generała Józefa;;Zielona Góra;65-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może automatycznie wybrać złą cechę
TC-484-5;Wieloznaczność;High;Wieloznaczność - Zielona Góra: 'sowińskiego' bez cechy, kod 00-000;sowińskiego;;Zielona Góra;00-000;ul. Sowińskiego Generała Józefa;;Zielona Góra;65-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-484-6;Wieloznaczność;High;Wieloznaczność - Zielona Góra: 'sowińskiego' bez cechy, kod 65-001;sowińskiego;;Zielona Góra;65-001;ul. Sowińskiego Generała Józefa;;Zielona Góra;65-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-485-1;Wieloznaczność;High;Zielona Góra - Stefana Batorego ul. vs rondo;Stefana Batorego;;Zielona Góra;65-001;ul. Stefana Batorego;;Zielona Góra;65-001;LUBUSKIE;Zielona Góra;Zielona Góra;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Zielona Góra: ul. vs rondo Stefana Batorego;RYZYKO: Może automatycznie wybrać złą cechę
TC-485-2;Wieloznaczność;High;Zielona Góra - Stefana Batorego ul. vs rondo;ul. Stefana Batorego;;Zielona Góra;65-001;ul. Stefana Batorego;;Zielona Góra;65-001;LUBUSKIE;Zielona Góra;Zielona Góra;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Zielona Góra: ul. vs rondo Stefana Batorego;RYZYKO: Może automatycznie wybrać złą cechę
TC-485-3;Wieloznaczność;High;Zielona Góra - Stefana Batorego ul. vs rondo;rondo Stefana Batorego;;Zielona Góra;65-001;ul. Stefana Batorego;;Zielona Góra;65-001;LUBUSKIE;Zielona Góra;Zielona Góra;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Zielona Góra: ul. vs rondo Stefana Batorego;RYZYKO: Może automatycznie wybrać złą cechę
TC-485-4;Wieloznaczność;High;Wieloznaczność - Zielona Góra: 'stefana batorego' bez cechy - wymaga wyboru;stefana batorego;;Zielona Góra;;ul. Stefana Batorego;;Zielona Góra;65-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może automatycznie wybrać złą cechę
TC-485-5;Wieloznaczność;High;Wieloznaczność - Zielona Góra: 'stefana batorego' bez cechy, kod 00-000;stefana batorego;;Zielona Góra;00-000;ul. Stefana Batorego;;Zielona Góra;65-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-485-6;Wieloznaczność;High;Wieloznaczność - Zielona Góra: 'stefana batorego' bez cechy, kod 65-001;stefana batorego;;Zielona Góra;65-001;ul. Stefana Batorego;;Zielona Góra;65-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-486-1;Wieloznaczność;High;Włocławek - Sienkiewicza park vs ul.;Sienkiewicza;;Włocławek;87-800;park Sienkiewicza Henryka;;Włocławek;87-800;KUJAWSKO-POMORSKIE;Włocławek;Włocławek;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Włocławek: park vs ul. Sienkiewicza;RYZYKO: Może automatycznie wybrać złą cechę
TC-486-2;Wieloznaczność;High;Włocławek - Sienkiewicza park vs ul.;park Sienkiewicza;;Włocławek;87-800;park Sienkiewicza Henryka;;Włocławek;87-800;KUJAWSKO-POMORSKIE;Włocławek;Włocławek;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Włocławek: park vs ul. Sienkiewicza;RYZYKO: Może automatycznie wybrać złą cechę
TC-486-3;Wieloznaczność;High;Włocławek - Sienkiewicza park vs ul.;ul. Sienkiewicza;;Włocławek;87-800;park Sienkiewicza Henryka;;Włocławek;87-800;KUJAWSKO-POMORSKIE;Włocławek;Włocławek;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Włocławek: park vs ul. Sienkiewicza;RYZYKO: Może automatycznie wybrać złą cechę
TC-486-4;Wieloznaczność;High;Wieloznaczność - Włocławek: 'sienkiewicza' bez cechy - wymaga wyboru;sienkiewicza;;Włocławek;;park Sienkiewicza Henryka;;Włocławek;87-800;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może automatycznie wybrać złą cechę
TC-486-5;Wieloznaczność;High;Wieloznaczność - Włocławek: 'sienkiewicza' bez cechy, kod 87-800;sienkiewicza;;Włocławek;87-800;park Sienkiewicza Henryka;;Włocławek;87-800;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-486-6;Wieloznaczność;High;Wieloznaczność - Włocławek: 'sienkiewicza' bez cechy, kod 00-800;sienkiewicza;;Włocławek;00-800;park Sienkiewicza Henryka;;Włocławek;87-800;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-487-1;Wieloznaczność;High;Nowy Targ - Jana Pawła II ul. vs rondo;Jana Pawła II;;Nowy Targ;34-400;ul. Jana Pawła II;;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Nowy Targ: ul. vs rondo Jana Pawła II;RYZYKO: Może automatycznie wybrać złą cechę
TC-487-2;Wieloznaczność;High;Nowy Targ - Jana Pawła II ul. vs rondo;ul. Jana Pawła II;;Nowy Targ;34-400;ul. Jana Pawła II;;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Nowy Targ: ul. vs rondo Jana Pawła II;RYZYKO: Może automatycznie wybrać złą cechę
TC-487-3;Wieloznaczność;High;Nowy Targ - Jana Pawła II ul. vs rondo;rondo Jana Pawła II;;Nowy Targ;34-400;ul. Jana Pawła II;;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Nowy Targ: ul. vs rondo Jana Pawła II;RYZYKO: Może automatycznie wybrać złą cechę
TC-487-4;Wieloznaczność;High;Wieloznaczność - Nowy Targ: 'jana pawła ii' bez cechy - wymaga wyboru;jana pawła ii;;Nowy Targ;;ul. Jana Pawła II;;Nowy Targ;34-400;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może automatycznie wybrać złą cechę
TC-487-5;Wieloznaczność;High;Wieloznaczność - Nowy Targ: 'jana pawła ii' bez cechy, kod 34-400;jana pawła ii;;Nowy Targ;34-400;ul. Jana Pawła II;;Nowy Targ;34-400;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-487-6;Wieloznaczność;High;Wieloznaczność - Nowy Targ: 'jana pawła ii' bez cechy, kod 00-400;jana pawła ii;;Nowy Targ;00-400;ul. Jana Pawła II;;Nowy Targ;34-400;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-488-1;Wieloznaczność;High;Nowy Targ - Krasińskiego pl. vs ul.;Krasińskiego;;Nowy Targ;34-400;pl. Krasińskiego Zygmunta;;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Nowy Targ: pl. vs ul. Krasińskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-488-2;Wieloznaczność;High;Nowy Targ - Krasińskiego pl. vs ul.;pl. Krasińskiego;;Nowy Targ;34-400;pl. Krasińskiego Zygmunta;;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Nowy Targ: pl. vs ul. Krasińskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-488-3;Wieloznaczność;High;Nowy Targ - Krasińskiego pl. vs ul.;ul. Krasińskiego;;Nowy Targ;34-400;pl. Krasińskiego Zygmunta;;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Nowy Targ: pl. vs ul. Krasińskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-488-4;Wieloznaczność;High;Wieloznaczność - Nowy Targ: 'krasińskiego' bez cechy - wymaga wyboru;krasińskiego;;Nowy Targ;;pl. Krasińskiego Zygmunta;;Nowy Targ;34-400;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może automatycznie wybrać złą cechę
TC-488-5;Wieloznaczność;High;Wieloznaczność - Nowy Targ: 'krasińskiego' bez cechy, kod 34-400;krasińskiego;;Nowy Targ;34-400;pl. Krasińskiego Zygmunta;;Nowy Targ;34-400;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-488-6;Wieloznaczność;High;Wieloznaczność - Nowy Targ: 'krasińskiego' bez cechy, kod 00-400;krasińskiego;;Nowy Targ;00-400;pl. Krasińskiego Zygmunta;;Nowy Targ;34-400;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-489-1;Wieloznaczność;High;Pruszków - Kościuszki park vs ul.;Kościuszki;;Pruszków;05-800;ul. Kościuszki Tadeusza;;Pruszków;05-800;MAZOWIECKIE;pruszkowski;Pruszków;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Pruszków: park vs ul. Kościuszki;RYZYKO: Może automatycznie wybrać złą cechę
TC-489-2;Wieloznaczność;High;Pruszków - Kościuszki park vs ul.;park Kościuszki;;Pruszków;05-800;ul. Kościuszki Tadeusza;;Pruszków;05-800;MAZOWIECKIE;pruszkowski;Pruszków;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Pruszków: park vs ul. Kościuszki;RYZYKO: Może automatycznie wybrać złą cechę
TC-489-3;Wieloznaczność;High;Pruszków - Kościuszki park vs ul.;ul. Kościuszki;;Pruszków;05-800;ul. Kościuszki Tadeusza;;Pruszków;05-800;MAZOWIECKIE;pruszkowski;Pruszków;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Pruszków: park vs ul. Kościuszki;RYZYKO: Może automatycznie wybrać złą cechę
TC-489-4;Wieloznaczność;High;Wieloznaczność - Pruszków: 'kościuszki' bez cechy - wymaga wyboru;kościuszki;;Pruszków;;ul. Kościuszki Tadeusza;;Pruszków;05-800;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może automatycznie wybrać złą cechę
TC-489-5;Wieloznaczność;High;Wieloznaczność - Pruszków: 'kościuszki' bez cechy, kod 05-800;kościuszki;;Pruszków;05-800;ul. Kościuszki Tadeusza;;Pruszków;05-800;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-489-6;Wieloznaczność;High;Wieloznaczność - Pruszków: 'kościuszki' bez cechy, kod 00-800;kościuszki;;Pruszków;00-800;ul. Kościuszki Tadeusza;;Pruszków;05-800;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może automatycznie wybrać złą cechę
TC-490-1;Wieloznaczność;High;"Wieloznaczność - Biała Podlaska: ""Dmowskiego"" występuje 2 razy z różnymi cechami";rondo Dmowskiego;;Biała Podlaska;21-500;rondo Dmowskiego;;Biała Podlaska;21-500;LUBELSKIE;Biała Podlaska;Biała Podlaska;<0.7;<0.7;<0.7;<0.7;"W Biała Podlaska ulica ""Dmowskiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-490-2;Wieloznaczność;High;Wieloznaczność - Biała Podlaska: 'dmowskiego' bez cechy - wymaga wyboru;dmowskiego;;Biała Podlaska;;ul. dmowskiego;;Biała Podlaska;21-500;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-490-3;Wieloznaczność;High;Wieloznaczność - Biała Podlaska: 'dmowskiego' bez cechy, kod 21-500;dmowskiego;;Biała Podlaska;21-500;ul. dmowskiego;;Biała Podlaska;21-500;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-491;Wieloznaczność;High;"Wieloznaczność - Biała Podlaska: ""Dmowskiego"" występuje 2 razy z różnymi cechami";ul. Dmowskiego;;Biała Podlaska;21-500;ul. Dmowskiego;;Biała Podlaska;21-500;LUBELSKIE;Biała Podlaska;Biała Podlaska;<0.7;<0.7;<0.7;<0.7;"W Biała Podlaska ulica ""Dmowskiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-492-1;Wieloznaczność;High;"Wieloznaczność - Lublin: ""Kochanowskiego"" występuje 2 razy z różnymi cechami";pl. Kochanowskiego;;Lublin;20-538;pl. Kochanowskiego;;Lublin;20-538;LUBELSKIE;Lublin;Lublin;<0.7;<0.7;<0.7;<0.7;"W Lublin ulica ""Kochanowskiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-492-2;Wieloznaczność;High;Wieloznaczność - Lublin: 'kochanowskiego' bez cechy - wymaga wyboru;kochanowskiego;;Lublin;;ul. kochanowskiego;;Lublin;20-538;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-492-3;Wieloznaczność;High;Wieloznaczność - Lublin: 'kochanowskiego' bez cechy, kod 20-538;kochanowskiego;;Lublin;20-538;ul. kochanowskiego;;Lublin;20-538;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-492-4;Wieloznaczność;High;Wieloznaczność - Lublin: 'kochanowskiego' bez cechy, kod 00-001;kochanowskiego;;Lublin;00-001;ul. kochanowskiego;;Lublin;20-538;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-493;Wieloznaczność;High;"Wieloznaczność - Lublin: ""Kochanowskiego"" występuje 2 razy z różnymi cechami";ul. Kochanowskiego;;Lublin;20-538;ul. Kochanowskiego;;Lublin;20-538;LUBELSKIE;Lublin;Lublin;<0.7;<0.7;<0.7;<0.7;"W Lublin ulica ""Kochanowskiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-494-1;Wieloznaczność;High;"Wieloznaczność - Lublin: ""Pileckiego"" występuje 2 razy z różnymi cechami";rondo Pileckiego;;Lublin;20-538;rondo Pileckiego;;Lublin;20-538;LUBELSKIE;Lublin;Lublin;<0.7;<0.7;<0.7;<0.7;"W Lublin ulica ""Pileckiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-494-2;Wieloznaczność;High;Wieloznaczność - Lublin: 'pileckiego' bez cechy - wymaga wyboru;pileckiego;;Lublin;;ul. pileckiego;;Lublin;20-538;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-494-3;Wieloznaczność;High;Wieloznaczność - Lublin: 'pileckiego' bez cechy, kod 20-538;pileckiego;;Lublin;20-538;ul. pileckiego;;Lublin;20-538;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-494-4;Wieloznaczność;High;Wieloznaczność - Lublin: 'pileckiego' bez cechy, kod 00-001;pileckiego;;Lublin;00-001;ul. pileckiego;;Lublin;20-538;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-495;Wieloznaczność;High;"Wieloznaczność - Lublin: ""Pileckiego"" występuje 2 razy z różnymi cechami";ul. Pileckiego;;Lublin;20-538;ul. Pileckiego;;Lublin;20-538;LUBELSKIE;Lublin;Lublin;<0.7;<0.7;<0.7;<0.7;"W Lublin ulica ""Pileckiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-496-1;Wieloznaczność;High;"Wieloznaczność - Zelów: ""Płocka"" występuje 2 razy z różnymi cechami";os. Płocka;;Zelów;97-425;os. Płocka;;Zelów;97-425;ŁÓDZKIE;bełchatowski;Zelów;<0.7;<0.7;<0.7;<0.7;"W Zelów ulica ""Płocka"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-496-2;Wieloznaczność;High;Wieloznaczność - Zelów: 'płocka' bez cechy - wymaga wyboru;płocka;;Zelów;;ul. płocka;;Zelów;97-425;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-496-3;Wieloznaczność;High;Wieloznaczność - Zelów: 'płocka' bez cechy, kod 97-425;płocka;;Zelów;97-425;ul. płocka;;Zelów;97-425;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-497;Wieloznaczność;High;"Wieloznaczność - Zelów: ""Płocka"" występuje 2 razy z różnymi cechami";ul. Płocka;;Zelów;97-425;ul. Płocka;;Zelów;97-425;ŁÓDZKIE;bełchatowski;Zelów;<0.7;<0.7;<0.7;<0.7;"W Zelów ulica ""Płocka"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-498-1;Wieloznaczność;High;"Wieloznaczność - Łódź: ""Zaruskiego"" występuje 2 razy z różnymi cechami";park Zaruskiego;;Łódź;90-001;park Zaruskiego;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Widzew;<0.7;<0.7;<0.7;<0.7;"W Łódź ulica ""Zaruskiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-498-2;Wieloznaczność;High;Wieloznaczność - Łódź: 'zaruskiego' bez cechy - wymaga wyboru;zaruskiego;;Łódź;;ul. zaruskiego;;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-498-3;Wieloznaczność;High;Wieloznaczność - Łódź: 'zaruskiego' bez cechy, kod 90-000;zaruskiego;;Łódź;90-000;ul. zaruskiego;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-498-4;Wieloznaczność;High;Wieloznaczność - Łódź: 'zaruskiego' bez cechy, kod 00-000;zaruskiego;;Łódź;00-000;ul. zaruskiego;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-499;Wieloznaczność;High;"Wieloznaczność - Łódź: ""Zaruskiego"" występuje 2 razy z różnymi cechami";ul. Zaruskiego;;Łódź;90-001;ul. Zaruskiego;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Widzew;<0.7;<0.7;<0.7;<0.7;"W Łódź ulica ""Zaruskiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-500-1;Wieloznaczność;High;"Wieloznaczność - Radzymin: ""Hallera"" występuje 2 razy z różnymi cechami";rondo Hallera;;Radzymin;05-250;rondo Hallera;;Radzymin;05-250;MAZOWIECKIE;wołomiński;Radzymin;<0.7;<0.7;<0.7;<0.7;"W Radzymin ulica ""Hallera"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-500-2;Wieloznaczność;High;Wieloznaczność - Radzymin: 'hallera' bez cechy - wymaga wyboru;hallera;;Radzymin;;ul. hallera;;Radzymin;05-250;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-500-3;Wieloznaczność;High;Wieloznaczność - Radzymin: 'hallera' bez cechy, kod 05-250;hallera;;Radzymin;05-250;ul. hallera;;Radzymin;05-250;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-501;Wieloznaczność;High;"Wieloznaczność - Radzymin: ""Hallera"" występuje 2 razy z różnymi cechami";ul. Hallera;;Radzymin;05-250;ul. Hallera;;Radzymin;05-250;MAZOWIECKIE;wołomiński;Radzymin;<0.7;<0.7;<0.7;<0.7;"W Radzymin ulica ""Hallera"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
